,Index,GroundTruth,Prediction,Pred_prob,Is_Correct
3600,3600,True,Fake,0.6788865824208766,Incorrect
3606,3606,True,Fake,0.6651421829092588,Incorrect
3624,3624,True,Fake,0.5053749119858766,Incorrect
3630,3630,True,Fake,0.5368018339627382,Incorrect
3668,3668,True,Fake,0.5524593557417559,Incorrect
3681,3681,True,Fake,0.5189976527634028,Incorrect
3690,3690,True,Fake,0.5241897922673703,Incorrect
3693,3693,True,Fake,0.5043276116667519,Incorrect
3713,3713,True,Fake,0.744123114706571,Incorrect
3720,3720,True,Fake,0.5564130892219034,Incorrect
3735,3735,True,Fake,0.9134039935220164,Incorrect
3763,3763,True,Fake,0.7162928353019303,Incorrect
3786,3786,True,Fake,0.5081637320501872,Incorrect
3791,3791,True,Fake,0.7628624366369294,Incorrect
3797,3797,True,Fake,0.5237496627289602,Incorrect
3801,3801,True,Fake,0.6565062281690329,Incorrect
3812,3812,True,Fake,0.6050275345348138,Incorrect
3831,3831,True,Fake,0.5124713768459342,Incorrect
3834,3834,True,Fake,0.6047902920239208,Incorrect
3839,3839,True,Fake,0.6615100567267496,Incorrect
3841,3841,True,Fake,0.8373165209551936,Incorrect
3842,3842,True,Fake,0.5231856579307673,Incorrect
3854,3854,True,Fake,0.6684202782627792,Incorrect
3855,3855,True,Fake,0.628949113092458,Incorrect
3871,3871,True,Fake,0.5009118491745058,Incorrect
3876,3876,True,Fake,0.5731423374044384,Incorrect
3888,3888,True,Fake,0.7041891654874357,Incorrect
3892,3892,True,Fake,0.6325492191480465,Incorrect
3898,3898,True,Fake,0.5453184499674206,Incorrect
3922,3922,True,Fake,0.5186154420640475,Incorrect
3927,3927,True,Fake,0.7372023478164176,Incorrect
3961,3961,True,Fake,0.7273245276465179,Incorrect
3966,3966,True,Fake,0.6652621557344168,Incorrect
3974,3974,True,Fake,0.5230206447671067,Incorrect
3983,3983,True,Fake,0.6440023859394828,Incorrect
3992,3992,True,Fake,0.5259402912645487,Incorrect
3995,3995,True,Fake,0.6347996207178097,Incorrect
3997,3997,True,Fake,0.6233988966759135,Incorrect
4042,4042,True,Fake,0.8746340115991469,Incorrect
4112,4112,True,Fake,0.7568567103092785,Incorrect
4133,4133,True,Fake,0.8308287650466144,Incorrect
